,num-cells,cluster-size,max-divisions,num-matrix-diff,cycles-diff-matrix,num-diff-ind,cycles-diff-ind,undiff-num-inhibition,Num Cysts,Num Differentiated,Num Pluripotent,Num Differentiated Cysts,Num Pluripotent Cysts,Num Asymmetric Cysts
0,30.0,1.0,2.0,4.0,4.0,6.0,1.0,5.0,7,10.0,89.0,0,5,2
1,55.0,1.0,2.0,4.0,4.0,6.0,1.0,5.0,14,5.0,199.0,0,14,0
2,30.0,1.0,2.0,4.0,4.0,6.0,1.0,5.0,7,10.0,89.0,0,5,2
3,30.0,1.0,2.0,4.0,2.0,6.0,1.0,5.0,10,80.0,19.0,6,0,2
4,30.0,1.0,2.0,4.0,4.0,3.0,1.0,5.0,7,10.0,89.0,0,5,2
5,30.0,1.0,2.0,4.0,4.0,6.0,2.0,5.0,7,10.0,89.0,0,5,2
6,30.0,1.0,2.0,4.0,4.0,6.0,1.0,3.0,7,10.0,89.0,0,5,2
7,55.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,8,94.0,10.0,4,0,3
8,97.0,1.0,2.0,6.0,6.0,2.0,4.0,2.0,25,0.0,373.0,0,25,0
9,33.0,1.0,2.0,6.0,6.0,2.0,4.0,2.0,12,0.0,119.0,0,12,0
10,97.0,1.0,2.0,6.0,6.0,2.0,4.0,2.0,25,0.0,373.0,0,25,0
11,97.0,1.0,2.0,4.0,6.0,2.0,4.0,2.0,17,15.0,358.0,0,17,0
12,97.0,1.0,2.0,6.0,5.0,2.0,4.0,2.0,25,0.0,373.0,0,25,0
13,97.0,1.0,2.0,6.0,6.0,2.0,4.0,2.0,25,0.0,373.0,0,25,0
14,97.0,1.0,2.0,6.0,6.0,2.0,9.0,2.0,25,0.0,373.0,0,25,0
15,97.0,1.0,2.0,6.0,6.0,2.0,4.0,2.0,25,0.0,373.0,0,25,0
16,33.0,1.0,2.0,4.0,5.0,2.0,9.0,2.0,7,7.0,112.0,0,7,0
17,86.0,1.0,2.0,5.0,7.0,2.0,9.0,4.0,26,0.0,320.0,0,26,0
18,86.0,1.0,1.0,4.0,8.0,2.0,8.0,2.0,11,64.0,97.0,0,11,0
19,89.0,1.0,2.0,4.0,8.0,2.0,8.0,2.0,16,13.0,312.0,0,16,0
20,89.0,1.0,1.0,5.0,8.0,2.0,8.0,2.0,11,51.0,111.0,0,10,1
21,89.0,1.0,1.0,4.0,7.0,2.0,8.0,2.0,10,71.0,91.0,0,9,1
22,89.0,1.0,1.0,4.0,8.0,2.0,8.0,2.0,10,71.0,91.0,0,9,1
23,89.0,1.0,1.0,4.0,8.0,2.0,9.0,2.0,10,71.0,91.0,0,9,1
24,89.0,1.0,1.0,4.0,8.0,2.0,8.0,4.0,10,71.0,91.0,0,9,1
25,89.0,1.0,1.0,4.0,8.0,2.0,8.0,2.0,10,71.0,91.0,0,9,1
26,64.0,1.0,1.0,5.0,1.0,4.0,6.0,6.0,9,69.0,50.0,1,2,5
27,66.0,1.0,1.0,5.0,1.0,4.0,6.0,6.0,9,73.0,49.0,1,3,5
28,66.0,1.0,1.0,5.0,1.0,4.0,6.0,6.0,9,73.0,49.0,1,3,5
29,66.0,1.0,1.0,5.0,9.0,4.0,6.0,6.0,10,35.0,87.0,0,10,0
30,66.0,1.0,1.0,5.0,1.0,4.0,3.0,6.0,9,73.0,49.0,1,3,5
31,66.0,1.0,1.0,5.0,1.0,4.0,6.0,5.0,9,73.0,49.0,1,3,5
32,66.0,1.0,1.0,5.0,1.0,4.0,6.0,6.0,9,73.0,49.0,1,3,5
33,21.0,2.0,2.0,4.0,6.0,1.0,1.0,3.0,2,35.0,93.0,0,1,1
34,16.0,1.0,2.0,3.0,7.0,2.0,10.0,5.0,5,51.0,4.0,4,0,1
35,13.0,1.0,2.0,3.0,5.0,2.0,7.0,4.0,5,51.0,4.0,4,0,1
36,83.0,1.0,1.0,6.0,4.0,4.0,7.0,1.0,13,18.0,143.0,0,13,0
37,80.0,1.0,1.0,6.0,3.0,3.0,5.0,6.0,12,18.0,134.0,0,12,0
38,38.0,1.0,2.0,5.0,9.0,1.0,3.0,4.0,13,0.0,144.0,0,13,0
39,38.0,2.0,2.0,3.0,9.0,1.0,3.0,4.0,2,121.0,7.0,2,0,0
40,38.0,1.0,2.0,3.0,7.0,6.0,9.0,3.0,11,76.0,68.0,0,0,1
41,35.0,1.0,2.0,3.0,7.0,6.0,9.0,3.0,13,81.0,66.0,0,0,1
42,35.0,1.0,2.0,5.0,7.0,6.0,9.0,3.0,14,0.0,147.0,0,14,0
43,35.0,1.0,2.0,3.0,9.0,6.0,9.0,3.0,13,81.0,66.0,0,0,1
44,35.0,1.0,2.0,3.0,7.0,6.0,3.0,3.0,13,81.0,66.0,0,0,1
45,35.0,1.0,2.0,3.0,7.0,6.0,9.0,4.0,13,81.0,66.0,0,0,1
46,35.0,1.0,2.0,3.0,7.0,6.0,9.0,3.0,13,81.0,66.0,0,0,1
47,49.0,1.0,2.0,4.0,10.0,3.0,6.0,2.0,12,7.0,178.0,0,12,0
48,92.0,1.0,2.0,4.0,10.0,3.0,6.0,2.0,23,7.0,346.0,0,23,0
49,49.0,1.0,1.0,4.0,10.0,3.0,6.0,2.0,7,43.0,49.0,0,7,0
50,49.0,1.0,2.0,3.0,10.0,3.0,6.0,2.0,14,95.0,90.0,0,0,1
51,49.0,1.0,2.0,4.0,2.0,3.0,6.0,2.0,17,138.0,47.0,7,0,4
52,49.0,1.0,2.0,4.0,10.0,4.0,6.0,2.0,12,7.0,178.0,0,12,0
53,49.0,1.0,2.0,4.0,10.0,3.0,8.0,2.0,12,7.0,178.0,0,12,0
54,49.0,1.0,2.0,4.0,10.0,3.0,6.0,2.0,12,7.0,178.0,0,12,0
55,94.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,6,206.0,0.0,6,0,0
56,94.0,1.0,2.0,5.0,6.0,2.0,4.0,5.0,27,0.0,353.0,0,27,0
57,47.0,1.0,1.0,5.0,6.0,2.0,4.0,5.0,8,25.0,58.0,0,8,0
58,47.0,1.0,2.0,5.0,5.0,2.0,4.0,5.0,15,0.0,171.0,0,15,0
59,47.0,1.0,2.0,5.0,6.0,5.0,4.0,5.0,15,0.0,171.0,0,15,0
60,47.0,1.0,2.0,5.0,6.0,2.0,2.0,5.0,15,0.0,171.0,0,15,0
61,47.0,1.0,2.0,5.0,6.0,2.0,4.0,4.0,15,0.0,171.0,0,15,0
62,47.0,1.0,2.0,5.0,6.0,2.0,4.0,5.0,15,0.0,171.0,0,15,0
63,72.0,1.0,2.0,5.0,3.0,4.0,8.0,6.0,25,4.0,290.0,0,24,1
64,24.0,1.0,2.0,5.0,3.0,4.0,8.0,6.0,11,0.0,103.0,0,11,0
65,72.0,1.0,2.0,5.0,3.0,4.0,8.0,6.0,25,4.0,290.0,0,24,1
66,72.0,1.0,2.0,5.0,3.0,4.0,8.0,6.0,25,4.0,290.0,0,24,1
67,72.0,1.0,2.0,4.0,3.0,4.0,8.0,6.0,22,103.0,191.0,5,6,6
68,72.0,1.0,2.0,5.0,4.0,4.0,8.0,6.0,25,0.0,294.0,0,25,0
69,72.0,1.0,2.0,5.0,3.0,5.0,8.0,6.0,25,4.0,290.0,0,24,1
70,72.0,1.0,2.0,5.0,3.0,4.0,1.0,6.0,25,4.0,290.0,0,24,1
71,72.0,1.0,2.0,5.0,3.0,4.0,8.0,1.0,25,4.0,290.0,0,24,1
72,72.0,1.0,2.0,4.0,4.0,5.0,1.0,1.0,21,9.0,285.0,0,20,0
73,24.0,1.0,2.0,4.0,4.0,5.0,1.0,1.0,9,5.0,98.0,0,8,1
74,24.0,1.0,2.0,4.0,4.0,5.0,1.0,1.0,9,5.0,98.0,0,8,1
75,24.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,11,0.0,103.0,0,11,0
76,24.0,1.0,2.0,4.0,3.0,5.0,1.0,1.0,11,55.0,48.0,5,2,2
77,24.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,9,5.0,98.0,0,8,1
78,24.0,1.0,2.0,4.0,4.0,5.0,8.0,1.0,9,5.0,98.0,0,8,1
79,24.0,1.0,2.0,4.0,4.0,5.0,1.0,6.0,9,5.0,98.0,0,8,1
80,24.0,1.0,2.0,4.0,4.0,5.0,1.0,1.0,9,5.0,98.0,0,8,1
81,27.0,2.0,1.0,1.0,8.0,2.0,4.0,3.0,3,80.0,0.0,3,0,0
82,27.0,2.0,1.0,1.0,8.0,3.0,6.0,4.0,3,80.0,0.0,3,0,0
83,69.0,2.0,1.0,1.0,8.0,3.0,6.0,4.0,5,128.0,0.0,5,0,0
84,69.0,2.0,1.0,1.0,8.0,3.0,6.0,4.0,5,128.0,0.0,5,0,0
85,69.0,2.0,1.0,1.0,8.0,3.0,6.0,4.0,5,128.0,0.0,5,0,0
86,69.0,2.0,1.0,1.0,8.0,2.0,6.0,4.0,5,128.0,0.0,5,0,0
87,69.0,2.0,1.0,1.0,8.0,3.0,4.0,4.0,5,128.0,0.0,5,0,0
88,69.0,2.0,1.0,1.0,8.0,3.0,6.0,4.0,5,128.0,0.0,5,0,0
89,66.0,2.0,2.0,4.0,1.0,2.0,10.0,5.0,3,162.0,52.0,0,0,2
90,52.0,2.0,2.0,4.0,1.0,2.0,10.0,5.0,3,162.0,52.0,0,0,2
91,52.0,2.0,1.0,4.0,1.0,2.0,10.0,5.0,5,76.0,52.0,0,0,1
92,52.0,2.0,2.0,4.0,1.0,2.0,10.0,5.0,3,162.0,52.0,0,0,2
93,52.0,2.0,2.0,4.0,1.0,2.0,1.0,5.0,3,200.0,14.0,0,0,3
94,52.0,2.0,2.0,4.0,1.0,2.0,10.0,5.0,3,162.0,52.0,0,0,2
95,52.0,2.0,2.0,4.0,1.0,2.0,10.0,5.0,3,162.0,52.0,0,0,2
96,89.0,1.0,2.0,6.0,8.0,5.0,8.0,6.0,23,0.0,325.0,0,23,0
97,30.0,1.0,2.0,6.0,8.0,4.0,8.0,1.0,10,0.0,99.0,0,10,0
98,44.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,3,80.0,0.0,3,0,0
99,75.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,5,128.0,0.0,5,0,0
100,75.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,5,128.0,0.0,5,0,0
101,75.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,5,128.0,0.0,5,0,0
102,75.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,5,128.0,0.0,5,0,0
103,75.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,5,128.0,0.0,5,0,0
