,num-cells,cluster-size,max-divisions,num-matrix-diff,cycles-diff-matrix,num-diff-ind,cycles-diff-ind,undiff-num-inhibition,Num Cysts,Num Differentiated,Num Pluripotent,Num Differentiated Cysts,Num Pluripotent Cysts,Num Asymmetric Cysts
186,15.0,2.0,1.8,3.7,1.8,4.9,1.8,3.4,1,20.0,108.0,0,1,0
187,15.0,2.0,1.8,3.7,3.0,2.5,1.8,3.4,11,2.0,126.0,0,11,0
188,15.0,2.0,1.8,3.7,3.0,4.9,3.0,3.4,5,2.0,126.0,0,5,0
189,15.0,2.0,1.8,3.7,3.0,4.9,1.8,4.5,3,2.0,126.0,0,3,0
190,15.0,2.0,1.8,3.7,3.0,4.9,1.8,3.4,1,2.0,126.0,0,1,0
191,38.2,2.0,1.9,4.2,3.8,4.5,1.0,2.0,11,0.0,128.0,0,11,0
192,60.0,2.0,1.9,4.2,3.8,4.5,1.0,2.0,5,0.0,214.0,0,5,0
193,38.2,2.0,1.3,4.2,3.8,4.5,1.0,2.0,3,0.0,128.0,0,3,0
194,38.2,2.0,1.9,1.7,3.8,4.5,1.0,2.0,1,91.0,37.0,0,1,0
195,38.2,2.0,1.9,4.2,5.0,4.5,1.0,2.0,11,0.0,128.0,0,11,0
196,38.2,2.0,1.9,4.2,3.8,2.9,1.0,2.0,5,0.0,128.0,0,5,0
197,38.2,2.0,1.9,4.2,3.8,4.5,3.8,2.0,3,0.0,128.0,0,3,0
198,38.2,2.0,1.9,4.2,3.8,4.5,1.0,5.9,1,0.0,128.0,0,1,0
199,38.2,2.0,1.3,1.7,5.0,2.9,3.8,5.9,11,111.0,17.0,0,11,0
200,60.0,2.0,1.9,1.7,5.0,2.9,3.8,5.9,5,187.0,27.0,0,5,0
201,60.0,2.0,1.3,4.2,5.0,2.9,3.8,5.9,3,0.0,214.0,0,3,0
202,60.0,2.0,1.3,1.7,3.8,2.9,3.8,5.9,1,201.0,13.0,0,1,0
203,60.0,2.0,1.3,1.7,5.0,4.5,3.8,5.9,11,151.0,63.0,0,11,0
204,60.0,2.0,1.3,1.7,5.0,2.9,1.0,5.9,5,193.0,21.0,0,5,0
205,60.0,2.0,1.3,1.7,5.0,2.9,3.8,2.0,3,155.0,59.0,0,3,0
206,60.0,2.0,1.3,1.7,5.0,2.9,3.8,5.9,1,187.0,27.0,0,1,0
207,49.5,2.0,1.9,3.7,3.3,5.0,2.5,3.9,3,1.0,213.0,2,0,1
208,49.5,1.0,1.3,3.7,2.5,5.0,2.5,3.9,23,62.0,123.0,20,0,3
209,49.5,2.0,1.3,3.7,3.3,2.4,2.5,3.9,10,1.0,213.0,5,0,5
210,49.5,1.0,1.3,3.7,3.3,5.0,1.3,3.9,3,8.0,177.0,2,0,1
211,26.3,2.0,1.9,3.7,2.5,2.4,1.3,4.0,3,2.0,126.0,2,0,1
212,26.3,2.0,1.9,4.2,3.3,2.4,1.3,4.0,1,0.0,128.0,0,0,1
213,26.3,2.0,1.9,4.2,2.5,2.4,2.5,4.0,8,0.0,128.0,2,0,5
214,26.3,2.0,1.9,4.2,2.5,2.4,1.3,3.9,3,0.0,128.0,2,0,1
215,26.3,2.0,1.9,4.2,2.5,2.4,1.3,4.0,1,0.0,128.0,0,0,1
216,94.5,2.0,1.8,1.7,1.3,3.0,4.5,1.4,18,302.0,28.0,14,0,4
217,94.5,1.0,1.8,1.7,4.5,3.0,4.5,1.4,18,336.0,17.0,18,0,0
218,94.5,1.0,1.8,1.7,1.3,4.4,4.5,1.4,8,350.0,3.0,8,0,0
219,94.5,1.0,1.8,1.7,1.3,3.0,3.3,1.4,3,353.0,0.0,3,0,0
220,94.5,1.0,1.8,1.7,1.3,3.0,4.5,1.5,1,353.0,0.0,1,0,0
221,71.3,1.0,1.4,1.7,4.5,4.4,3.3,1.5,3,276.0,18.0,2,0,1
222,72.0,1.0,1.1,4.7,4.3,2.0,3.5,5.1,18,0.0,294.0,18,0,0
223,93.8,1.0,1.1,4.7,4.3,2.0,3.5,5.1,8,0.0,353.0,8,0,0
224,72.0,1.0,1.2,4.7,4.3,2.0,3.5,5.1,3,0.0,294.0,3,0,0
225,72.0,1.0,1.1,1.2,4.3,2.0,3.5,5.1,1,294.0,0.0,1,0,0
226,72.0,1.0,1.1,4.7,3.5,2.0,3.5,5.1,23,0.0,294.0,23,0,0
227,72.0,1.0,1.1,4.7,4.3,3.4,3.5,5.1,10,0.0,294.0,10,0,0
228,72.0,1.0,1.1,4.7,4.3,2.0,2.3,5.1,3,0.0,294.0,3,0,0
229,72.0,1.0,1.1,4.7,4.3,2.0,3.5,5.3,1,0.0,294.0,1,0,0
230,72.0,1.0,1.2,1.2,3.5,3.4,2.3,5.3,23,286.0,8.0,23,0,0
231,93.8,1.0,1.1,1.2,3.5,3.4,2.3,5.3,10,332.0,21.0,10,0,0
232,93.8,1.0,1.2,4.7,3.5,3.4,2.3,5.3,3,0.0,353.0,3,0,0
233,93.8,1.0,1.2,1.2,4.3,3.4,2.3,5.3,1,328.0,25.0,1,0,0
234,93.8,1.0,1.2,1.2,3.5,2.0,2.3,5.3,23,353.0,0.0,23,0,0
235,93.8,1.0,1.2,1.2,3.5,3.4,3.5,5.3,10,332.0,21.0,10,0,0
236,93.8,1.0,1.2,1.2,3.5,3.4,2.3,5.1,3,332.0,21.0,3,0,0
237,93.8,1.0,1.2,1.2,3.5,3.4,2.3,5.3,1,332.0,21.0,1,0,0
238,27.0,1.0,1.6,2.7,2.3,4.0,1.5,2.6,23,96.0,3.0,20,0,3
239,27.0,1.0,1.6,2.7,1.5,4.0,1.5,2.6,23,99.0,0.0,23,0,0
240,27.0,1.0,1.6,2.7,2.3,1.4,1.5,2.6,10,99.0,0.0,10,0,0
241,27.0,1.0,1.6,2.7,2.3,4.0,4.3,2.6,3,96.0,3.0,3,0,0
242,27.0,1.0,1.6,2.7,2.3,4.0,1.5,2.8,1,96.0,3.0,1,0,0
243,27.0,1.0,1.7,3.2,1.5,1.4,4.3,2.8,23,84.0,15.0,23,0,0
244,27.0,2.0,1.7,3.2,1.5,1.4,4.3,2.8,23,26.0,102.0,23,0,0
245,48.8,1.0,1.6,3.2,1.5,1.4,4.3,2.8,10,146.0,39.0,10,0,0
246,48.8,1.0,1.7,2.7,1.5,1.4,4.3,2.8,3,185.0,0.0,3,0,0
247,48.8,1.0,1.7,3.2,2.3,1.4,4.3,2.8,1,63.0,122.0,1,0,0
248,48.8,1.0,1.7,3.2,1.5,4.0,4.3,2.8,23,138.0,47.0,23,0,0
249,48.8,1.5,1.7,3.2,1.5,4.0,4.3,2.8,23,24.0,177.0,23,0,0
250,48.8,1.0,1.7,3.2,1.5,1.4,1.5,2.8,10,158.0,27.0,10,0,0
251,48.8,1.5,1.7,3.2,1.5,1.4,1.5,2.8,10,28.0,173.0,10,0,0
252,48.8,2.0,1.7,3.2,1.5,1.4,1.5,2.8,10,54.0,160.0,10,0,0
253,48.8,1.0,1.7,3.2,1.5,1.4,4.3,2.6,3,146.0,39.0,3,0,0
254,48.8,2.0,1.7,3.2,1.5,1.4,4.3,2.6,3,48.0,166.0,3,0,0
255,48.8,1.0,1.7,3.2,1.5,1.4,4.3,2.8,1,146.0,39.0,1,0,0
256,21.3,1.0,1.4,4.9,1.1,1.2,1.3,3.6,13,39.0,36.0,13,0,0
257,21.3,1.5,1.4,4.9,1.1,1.2,1.3,3.6,13,0.0,123.0,13,0,0
258,31.9,1.0,1.4,4.9,1.1,1.2,1.3,3.6,4,68.0,51.0,4,0,0
259,31.9,1.5,1.4,4.9,1.1,1.2,1.3,3.6,4,0.0,141.0,4,0,0
260,21.3,1.0,2.0,4.9,1.1,1.2,1.3,3.6,3,39.0,36.0,3,0,0
261,21.3,1.5,2.0,4.9,1.1,1.2,1.3,3.6,3,0.0,123.0,3,0,0
