,num-cells,cluster-size,max-divisions,num-matrix-diff,cycles-diff-matrix,num-diff-ind,cycles-diff-ind,undiff-num-inhibition,Num Cysts,Num Differentiated,Num Pluripotent,Num Differentiated Cysts,Num Pluripotent Cysts,Num Asymmetric Cysts
267,77.6,2.0,1.5,4.4,7.7,4.7,3.8,2.9,18,0.0,288.0,0,18,0
268,77.6,2.0,1.5,4.4,7.6,4.1,3.8,2.9,12,0.0,288.0,0,12,0
269,77.6,2.0,1.5,4.4,7.6,4.7,2.5,2.9,2,0.0,288.0,0,2,0
270,77.6,2.0,1.5,4.4,7.6,4.7,3.8,5.6,1,0.0,288.0,0,1,0
271,77.6,2.0,1.6,1.4,7.7,4.1,2.5,5.6,18,201.0,87.0,0,18,0
272,43.1,2.0,1.5,1.4,7.7,4.1,2.5,5.6,12,89.0,39.0,0,12,0
273,43.1,2.0,1.6,4.4,7.7,4.1,2.5,5.6,2,0.0,128.0,0,2,0
274,43.1,2.0,1.6,1.4,7.6,4.1,2.5,5.6,1,89.0,39.0,0,1,0
275,43.1,2.0,1.6,1.4,7.7,4.7,2.5,5.6,18,89.0,39.0,0,18,0
276,43.1,2.0,1.6,1.4,7.7,4.1,3.8,5.6,12,89.0,39.0,0,12,0
277,43.1,2.0,1.6,1.4,7.7,4.1,2.5,2.9,2,89.0,39.0,0,2,0
278,43.1,2.0,1.6,1.4,7.7,4.1,2.5,5.6,1,89.0,39.0,0,1,0
279,55.1,1.0,1.3,1.4,8.6,3.7,4.8,4.2,26,199.0,5.0,21,0,0
280,55.1,1.0,1.3,1.4,6.7,3.7,4.8,4.2,21,199.0,5.0,19,0,0
281,55.1,2.5,1.3,1.4,8.6,3.7,3.5,4.2,3,94.0,54.0,0,0,0
282,55.1,2.5,1.3,1.4,8.6,3.7,4.8,1.8,5,94.0,54.0,0,0,0
283,55.1,2.0,1.8,2.4,6.7,3.1,3.5,1.8,14,36.0,178.0,0,14,0
284,20.6,2.0,1.8,1.4,6.7,3.1,3.5,1.8,3,89.0,39.0,0,3,0
285,20.6,1.0,1.8,2.4,6.7,3.7,3.5,1.8,21,43.0,32.0,19,0,0
286,10.1,1.0,1.8,3.4,6.6,1.7,2.8,1.7,21,7.0,48.0,19,0,0
287,10.1,1.0,1.8,3.4,8.7,1.7,2.8,1.7,21,7.0,48.0,19,0,0
288,10.1,1.0,1.3,4.4,8.7,1.1,1.5,4.3,21,0.0,55.0,19,0,0
289,65.6,1.0,1.3,4.4,8.7,1.7,1.5,4.3,21,0.0,258.0,19,0,0
290,10.1,1.0,1.4,2.8,7.9,3.2,4.4,2.7,,30.0,25.0,,,
291,62.9,1.5,1.7,3.7,9.3,4.7,4.4,2.7,,2.0,224.0,,,
292,77.6,2.5,1.1,1.8,6.9,2.2,4.8,3.5,,167.0,74.0,,,
293,85.4,2.0,1.6,3.8,8.9,4.2,3.4,6.0,3,0.0,330.0,0,0,0
294,32.6,2.0,1.9,3.8,8.9,4.2,3.4,6.0,,1.0,127.0,,,
295,43.9,2.0,1.0,4.3,8.4,4.7,4.9,2.8,8,0.0,80.0,0,8,0
296,51.6,2.0,1.0,4.3,8.4,4.7,4.9,2.8,3,0.0,128.0,0,3,0
297,43.9,2.0,1.3,4.3,8.4,4.7,4.9,2.8,3,0.0,128.0,0,3,0
298,43.9,2.0,1.0,1.2,8.4,4.7,4.9,2.8,1,65.0,15.0,0,1,0
299,43.9,2.0,1.0,4.3,6.8,4.7,4.9,2.8,14,0.0,80.0,0,14,0
300,43.9,2.0,1.0,4.3,8.4,3.2,4.9,2.8,4,0.0,80.0,0,4,0
301,43.9,2.0,1.0,4.3,8.4,4.7,4.3,2.8,3,0.0,80.0,0,3,0
302,43.9,2.0,1.0,4.3,8.4,4.7,4.9,5.8,1,0.0,80.0,0,1,0
303,43.9,2.0,1.3,1.2,6.8,3.2,4.3,5.8,8,89.0,39.0,0,8,0
304,51.6,2.0,1.0,1.2,6.8,3.2,4.3,5.8,3,103.0,25.0,0,3,0
305,51.6,2.0,1.3,4.3,6.8,3.2,4.3,5.8,3,0.0,214.0,0,3,0
306,51.6,2.0,1.3,1.2,8.4,3.2,4.3,5.8,1,147.0,67.0,0,1,0
307,51.6,2.0,1.3,1.2,6.8,4.7,4.3,5.8,8,148.0,66.0,0,8,0
308,51.6,2.0,1.3,1.2,6.8,3.2,4.9,5.8,3,148.0,66.0,0,3,0
309,51.6,2.0,1.3,1.2,6.8,3.2,4.3,2.8,3,148.0,66.0,0,3,0
310,51.6,2.0,1.3,1.2,6.8,3.2,4.3,5.8,1,148.0,66.0,0,1,0
311,96.6,1.0,1.5,2.3,6.4,2.7,2.9,5.3,3,157.0,216.0,0,3,0
312,88.9,2.0,1.5,3.2,6.4,2.7,2.9,5.3,1,0.0,330.0,0,1,0
313,88.9,1.0,1.5,2.3,8.8,2.7,2.9,5.3,8,133.0,192.0,0,8,0
314,88.9,1.0,1.5,2.3,6.4,2.7,2.3,5.3,3,137.0,188.0,0,3,0
315,88.9,1.0,1.8,3.2,8.8,1.2,2.3,3.3,8,13.0,312.0,0,8,0
316,88.9,2.0,1.8,3.2,8.8,1.2,2.3,3.3,8,0.0,330.0,0,8,0
317,96.6,1.0,1.5,3.2,8.8,1.2,2.3,3.3,3,15.0,358.0,0,3,0
318,96.6,2.0,1.5,3.2,8.8,1.2,2.3,3.3,3,0.0,330.0,0,3,0
319,96.6,1.0,1.8,2.3,8.8,1.2,2.3,3.3,3,246.0,127.0,0,3,0
320,96.6,2.0,1.8,3.2,6.4,1.2,2.3,3.3,1,0.0,330.0,0,1,0
321,96.6,2.0,1.8,3.2,8.8,2.7,2.3,3.3,8,0.0,330.0,0,8,0
322,96.6,2.0,1.8,3.2,8.8,1.2,2.9,3.3,3,0.0,330.0,0,3,0
323,96.6,2.0,1.8,3.2,8.8,1.2,2.3,5.3,3,0.0,330.0,0,3,0
324,96.6,2.0,1.8,3.2,8.8,1.2,2.3,3.3,1,0.0,330.0,0,1,0
